student_id,age,degree,cgpa,python_score,sql_score,statistics_score,ml_score,dl_score,genai_score,ml_projects,end_to_end_projects,deployed_projects,kaggle_competitions,best_competition_rank,hackathons_attended,hackathons_won,finalist_status,github_projects,internship_months,certifications,ml_interview_score,communication_score,dsa_score,resume_score,mock_interview_score,job_ready,career_track
S100621,20,B.Tech,7.54,7.5,5.7,4.4,7.0,4.6,4.2,3,1,0,1,323.0,2,0,1,5,1,3.0,8.4,5.7,4.3,6.3,9.9,1,1
S100622,22,BCA,7.42,4.1,5.9,2.7,5.9,8.7,7.9,1,1,1,2,374.0,3,0,0,9,2,0.0,5.5,6.0,7.0,4.9,3.9,0,5
S100623,21,B.Tech,7.25,7.7,5.1,4.0,5.4,0.2,2.7,2,0,0,1,389.0,5,1,2,4,2,5.0,4.5,4.9,6.2,5.1,5.7,0,5
S100624,22,BCA,8.21,10.0,8.3,8.5,6.5,4.3,2.6,2,2,0,1,125.0,2,0,1,3,1,2.0,9.8,6.0,1.7,9.1,7.9,1,1
S100625,23,B.Tech,6.12,6.6,4.1,5.1,4.9,7.7,6.7,5,0,0,4,313.0,5,1,2,6,2,1.0,4.8,8.4,5.1,4.8,6.1,0,5
S100626,20,M.Tech,7.03,6.4,6.4,6.9,6.3,2.8,1.7,4,2,1,0,,5,1,5,2,3,1.0,5.0,8.0,5.6,6.9,6.8,1,2
S100627,24,B.Tech,8.12,7.1,5.9,0.5,6.2,4.0,6.3,5,1,0,0,,2,0,0,6,1,3.0,6.4,7.5,3.3,7.6,3.8,0,5
S100628,21,B.Sc,6.95,10.0,2.7,6.6,7.0,5.2,5.2,4,2,1,0,,3,0,1,2,3,3.0,4.9,8.2,5.0,8.6,5.0,1,2
S100629,25,MCA,6.05,4.7,3.2,5.2,4.6,4.9,7.4,3,2,1,0,,3,0,1,2,4,3.0,7.1,5.8,6.5,4.5,4.0,1,2
S100630,24,BCA,8.1,6.9,5.8,4.5,7.2,7.9,4.9,3,3,0,2,287.0,2,1,1,4,1,2.0,6.4,4.4,3.8,3.5,5.6,0,5
S100631,21,MCA,8.51,5.1,9.8,5.9,4.0,5.5,5.1,4,1,0,0,,2,0,0,6,3,3.0,6.5,6.2,6.0,4.0,5.4,1,0
S100632,23,B.Tech,7.46,5.5,7.0,4.5,4.7,7.4,6.1,5,1,1,0,,1,0,0,3,0,3.0,4.3,6.4,3.5,7.3,4.7,0,5
S100633,20,B.Tech,5.74,6.4,2.3,1.3,4.7,3.7,3.5,2,2,1,1,281.0,1,0,1,3,2,2.0,2.2,7.7,3.0,9.6,7.1,0,5
S100634,20,B.Tech,8.14,8.9,0.0,7.3,3.7,2.9,3.4,3,1,0,0,,4,2,3,7,3,2.0,3.8,7.4,6.7,7.4,3.7,0,5
S100635,25,B.Tech,6.01,9.7,7.3,6.0,7.8,4.0,6.0,1,0,0,2,103.0,6,1,1,4,1,2.0,4.0,8.3,7.8,4.8,1.5,0,5
S100636,24,B.Sc,7.78,7.3,5.6,4.9,3.9,1.9,4.9,4,0,0,0,,5,1,1,6,1,3.0,6.1,2.9,3.1,8.1,4.7,0,5
S100637,20,M.Tech,6.7,5.8,8.1,3.6,4.4,5.6,4.1,2,1,0,1,458.0,3,1,1,3,5,0.0,3.9,5.1,7.4,5.2,10.0,1,4
S100638,21,M.Tech,6.46,10.0,4.0,2.6,8.3,3.7,4.8,2,1,1,2,363.0,4,1,1,9,2,4.0,2.6,6.3,5.5,4.5,6.8,1,2
S100639,21,MCA,7.1,5.7,6.5,5.9,4.7,3.0,8.5,2,1,1,2,255.0,1,0,1,7,2,5.0,3.2,7.4,1.1,5.4,4.1,0,5
S100640,22,M.Tech,7.34,5.5,7.5,8.7,5.4,5.6,4.0,1,1,0,1,318.0,3,0,2,2,2,1.0,6.3,10.0,2.6,5.0,6.7,1,0
S100641,21,MCA,6.92,3.3,4.9,5.9,3.8,2.0,4.0,3,0,0,1,117.0,9,1,5,3,2,3.0,6.9,4.7,6.7,4.7,5.5,0,5
S100642,21,B.Tech,8.03,9.0,4.9,2.7,7.5,6.2,1.2,4,0,0,1,31.0,2,0,0,4,3,4.0,4.5,5.2,2.3,8.2,6.6,0,5
S100643,23,B.Tech,7.1,8.2,5.9,6.0,7.5,3.4,4.9,2,2,0,1,320.0,4,0,1,4,1,,4.7,5.7,4.3,5.1,7.6,1,1
S100644,21,B.Sc,8.38,10.0,6.9,5.4,7.3,7.1,6.4,1,1,0,2,91.0,5,0,1,7,5,2.0,6.7,5.2,5.3,3.1,6.2,1,4
S100645,25,MCA,7.75,4.0,5.8,7.2,6.9,3.6,6.8,3,1,1,1,46.0,1,0,0,3,1,2.0,5.8,4.9,6.4,7.1,6.0,1,2
S100646,24,B.Tech,6.87,9.1,7.7,6.7,5.9,5.9,5.2,2,0,0,3,387.0,2,0,0,0,2,4.0,7.9,6.6,5.9,4.3,8.8,1,4
S100647,24,B.Tech,6.72,6.6,4.9,0.0,4.8,4.9,7.1,1,1,0,2,217.0,6,0,1,3,2,2.0,5.2,8.3,8.6,4.3,6.9,1,4
S100648,21,B.Sc,6.02,8.0,3.1,6.6,4.2,6.1,6.6,1,0,0,2,426.0,5,0,0,2,2,5.0,3.8,6.7,3.9,7.3,6.2,1,1
S100649,24,B.Tech,7.76,3.5,9.8,3.5,8.4,4.7,7.4,3,1,0,1,433.0,5,1,3,5,0,3.0,7.7,5.0,5.7,4.7,5.9,1,2
S100650,25,B.Tech,7.18,9.1,4.6,2.7,7.3,0.8,7.2,0,0,0,0,,5,0,2,4,2,2.0,4.9,6.1,6.4,5.2,4.7,0,5
S100651,21,MCA,5.37,7.9,4.7,5.1,4.4,6.7,8.5,1,1,0,2,384.0,3,0,2,5,1,1.0,3.9,4.6,6.9,6.1,3.3,0,5
S100652,24,B.Sc,7.02,6.4,5.7,6.3,5.9,4.3,4.6,3,1,0,1,168.0,4,1,2,6,2,2.0,7.3,8.3,7.6,5.5,7.1,0,5
S100653,22,B.Tech,6.69,7.7,5.9,2.2,5.2,6.2,2.1,4,1,1,3,352.0,3,0,2,1,2,1.0,8.4,9.1,4.6,5.2,8.4,0,5
S100654,24,MCA,8.92,5.1,5.0,6.9,3.5,6.0,6.5,6,0,0,2,22.0,4,2,3,5,0,6.0,5.9,3.6,6.8,1.8,6.7,0,5
S100655,22,B.Tech,5.97,5.5,5.8,7.0,6.2,2.8,6.7,5,0,0,0,,5,3,3,3,1,3.0,3.5,6.9,3.6,5.7,6.9,1,0
S100656,24,MCA,6.2,5.7,5.7,5.6,5.0,2.5,8.5,1,1,0,2,314.0,4,1,2,6,2,1.0,8.6,5.1,5.3,8.9,4.0,1,4
S100657,20,B.Tech,8.5,3.2,6.1,3.8,3.9,5.9,7.8,2,2,1,1,223.0,2,1,1,4,1,4.0,6.3,6.6,6.5,7.1,4.6,1,4
S100658,22,B.Sc,8.72,8.1,1.1,3.5,2.8,3.8,9.3,2,1,0,3,276.0,3,0,1,2,1,6.0,5.9,6.3,7.5,5.3,3.2,0,5
S100659,21,B.Tech,6.83,8.6,9.6,7.6,2.7,6.6,6.4,3,3,0,1,6.0,2,0,1,5,0,4.0,4.7,4.1,6.6,6.8,5.3,1,0
S100660,21,B.Tech,6.93,5.2,5.5,2.5,5.1,4.1,5.5,1,1,1,5,4.0,2,0,0,3,2,3.0,7.8,8.7,5.7,7.1,7.8,1,4
S100661,21,MCA,8.05,7.1,7.0,7.6,5.6,6.8,2.0,1,0,0,0,,1,0,1,7,4,3.0,3.3,6.2,5.3,4.5,4.4,0,5
S100662,22,B.Tech,5.41,6.0,3.0,5.2,4.0,5.4,5.7,2,2,0,2,208.0,2,0,0,1,2,7.0,3.1,5.7,6.6,8.3,5.7,0,5
S100663,20,B.Tech,5.82,7.1,4.9,5.3,7.1,5.1,3.8,5,1,0,5,288.0,5,2,4,5,2,1.0,9.3,6.7,9.9,6.3,7.2,1,3
S100664,24,B.Tech,7.25,5.4,4.5,2.1,5.7,3.7,5.5,4,0,0,2,180.0,3,0,2,3,1,1.0,3.8,4.9,7.2,5.4,8.2,0,5
S100665,23,M.Tech,8.89,4.9,8.7,5.2,7.0,5.0,5.1,4,1,1,0,,6,1,3,5,1,0.0,7.4,6.2,6.3,8.9,2.5,1,2
S100666,24,MCA,7.11,8.4,4.6,6.7,5.4,7.1,6.0,3,0,0,3,350.0,2,2,2,6,2,6.0,8.3,3.2,2.8,2.3,4.8,1,4
S100667,24,BCA,7.59,6.4,7.3,2.8,4.2,4.4,4.8,3,1,0,2,69.0,2,1,2,4,1,2.0,5.9,2.3,3.8,3.9,4.3,0,5
S100668,20,B.Tech,8.52,10.0,4.5,6.5,6.0,5.7,7.1,2,1,1,1,392.0,1,0,0,6,0,3.0,3.7,4.8,4.9,7.2,4.0,1,4
S100669,20,B.Tech,9.4,6.6,4.9,5.7,3.3,4.6,0.0,3,0,0,2,7.0,2,0,1,4,3,5.0,6.8,5.5,7.3,7.2,5.0,1,1
S100670,22,B.Tech,6.98,4.8,5.3,4.2,6.9,4.8,5.4,2,2,1,1,464.0,2,0,1,0,3,2.0,8.3,3.3,3.6,9.0,1.9,1,2
S100671,22,B.Sc,7.48,8.7,8.4,7.2,3.9,8.3,7.6,4,0,0,3,127.0,2,0,0,2,0,1.0,6.2,5.6,6.8,1.9,5.1,0,5
S100672,21,BCA,9.14,7.6,2.0,1.1,7.6,7.1,9.1,1,1,0,1,446.0,3,0,0,2,2,3.0,4.0,5.5,5.7,7.5,5.9,0,5
S100673,24,M.Tech,6.13,7.8,3.2,6.2,5.1,4.7,6.6,2,0,0,2,2.0,3,1,1,4,0,3.0,6.1,6.4,6.2,3.8,3.7,0,5
S100674,23,B.Sc,8.42,8.6,1.9,8.7,7.9,5.0,8.7,3,0,0,3,225.0,2,1,1,5,1,2.0,2.7,7.6,5.1,6.8,4.8,1,1
S100675,24,B.Tech,6.58,5.3,3.6,8.4,3.6,3.0,5.4,1,0,0,4,209.0,3,0,3,3,5,4.0,3.6,9.6,4.3,5.9,5.8,1,0
S100676,20,MCA,7.59,6.3,4.2,6.3,4.4,4.1,5.0,1,0,0,2,82.0,2,0,2,12,4,3.0,5.0,,3.6,7.5,6.0,1,1
S100677,24,B.Tech,7.28,6.2,2.6,4.9,6.6,5.2,6.2,2,0,0,2,238.0,2,0,1,5,1,4.0,5.6,4.7,6.7,5.6,2.5,1,3
S100678,21,B.Tech,6.64,4.2,4.3,4.2,8.1,6.4,5.0,4,0,0,1,108.0,1,0,0,3,1,1.0,3.1,7.7,5.3,7.8,7.2,0,5
S100679,22,B.Tech,6.62,6.0,1.8,4.9,9.1,6.1,3.3,4,1,0,0,,2,1,1,4,1,3.0,6.0,9.0,3.3,4.5,7.2,1,3
S100680,22,B.Tech,7.75,8.9,3.8,6.6,5.9,2.1,3.9,1,1,0,1,187.0,4,1,1,6,1,3.0,6.5,4.5,5.9,5.9,4.3,0,5
S100681,24,B.Tech,8.4,6.9,8.2,3.9,9.5,6.6,2.6,0,0,0,2,100.0,1,0,0,5,1,3.0,5.1,4.6,10.0,6.3,9.2,1,3
S100682,21,B.Tech,7.38,4.1,6.6,7.0,5.2,4.3,6.2,3,0,0,3,394.0,3,1,2,6,2,4.0,1.2,3.9,5.1,9.0,6.7,0,5
S100683,21,B.Tech,7.56,3.7,6.2,9.8,8.0,2.3,5.0,4,1,0,2,262.0,1,1,1,4,0,2.0,5.7,5.5,8.8,7.5,6.4,0,5
S100684,22,B.Sc,8.01,9.5,3.8,5.4,3.9,7.4,4.2,2,0,0,2,419.0,5,0,1,5,3,2.0,9.1,7.2,0.3,6.4,7.2,1,1
S100685,22,B.Tech,6.63,6.3,2.7,2.8,6.6,7.7,3.8,6,0,0,2,407.0,2,0,0,3,1,1.0,6.4,9.2,5.0,7.2,3.7,0,5
S100686,21,B.Tech,8.17,5.3,3.5,2.8,1.1,5.1,6.1,1,1,1,4,131.0,1,0,1,2,3,0.0,5.5,,7.4,8.0,5.1,0,5
S100687,21,BCA,8.24,6.0,5.7,7.1,3.6,6.1,6.7,4,2,0,2,146.0,2,0,0,2,1,2.0,4.8,7.2,5.5,6.7,7.0,0,5
S100688,21,M.Tech,9.84,3.8,7.5,5.4,6.7,6.2,2.5,1,1,0,2,475.0,3,1,1,4,5,3.0,6.7,6.6,4.2,,4.2,0,5
S100689,22,B.Tech,7.16,9.1,7.6,7.3,3.2,7.6,2.2,0,0,0,2,156.0,2,0,0,7,4,3.0,5.9,7.2,5.4,7.1,5.1,1,0
S100690,22,B.Tech,7.09,5.8,7.1,4.4,6.7,6.1,7.1,4,3,1,2,48.0,4,0,1,3,5,3.0,6.9,7.3,7.5,5.9,7.0,1,2
S100691,22,MCA,8.19,9.0,4.3,7.2,7.6,1.6,2.0,2,0,0,5,271.0,4,2,3,2,5,3.0,3.3,8.8,9.8,5.4,6.4,1,1
S100692,24,B.Tech,8.24,6.6,5.8,5.2,4.8,8.9,6.2,1,0,0,0,,1,0,0,4,2,7.0,5.7,6.5,7.6,4.6,5.8,0,5
S100693,21,B.Tech,7.02,9.1,5.2,4.0,3.9,6.8,8.6,1,0,0,2,117.0,0,0,0,0,4,3.0,4.6,7.0,4.5,7.0,5.9,1,4
S100694,25,MCA,7.14,7.0,5.4,4.7,4.9,3.4,8.6,2,2,1,2,319.0,1,0,0,6,3,2.0,6.2,5.8,5.0,6.9,5.5,1,2
S100695,24,B.Tech,7.99,8.0,9.9,3.1,3.9,2.2,6.6,5,0,0,2,169.0,1,0,0,6,2,5.0,1.6,6.7,5.0,4.3,7.5,0,5
S100696,21,M.Tech,6.76,7.8,2.3,9.5,5.6,5.6,6.6,2,0,0,1,193.0,1,1,1,7,1,1.0,4.7,6.0,3.8,4.0,10.0,0,5
S100697,21,B.Sc,7.13,7.6,5.3,5.3,6.0,3.9,10.0,1,1,1,3,226.0,2,1,2,3,7,1.0,6.6,4.4,5.2,9.4,6.4,1,4
S100698,21,B.Sc,7.58,7.1,8.2,6.8,5.2,5.2,0.0,3,1,0,0,,5,0,2,1,4,2.0,6.9,8.1,5.0,7.5,8.4,1,0
S100699,21,B.Tech,8.4,6.1,2.9,4.4,9.1,6.1,4.0,3,0,0,0,,2,1,1,4,2,2.0,5.4,9.2,3.1,6.2,4.9,0,5
S100700,22,B.Tech,6.96,9.9,4.5,3.4,4.4,3.3,6.9,0,0,0,1,137.0,1,0,1,2,0,4.0,1.2,6.4,7.2,7.1,4.4,0,5
S100701,20,B.Tech,5.84,4.9,4.7,5.0,8.6,2.0,4.3,4,0,0,2,409.0,4,0,1,5,2,1.0,6.8,7.1,6.3,5.2,4.2,0,5
S100702,20,B.Tech,5.78,6.5,5.4,7.7,3.7,5.3,7.7,3,1,0,2,114.0,1,0,0,2,2,5.0,8.7,8.1,4.2,5.7,4.0,1,4
S100703,22,MCA,6.37,6.5,2.6,4.5,5.9,3.3,4.9,2,2,1,1,424.0,6,2,2,5,1,0.0,3.8,6.2,5.8,6.0,5.2,0,5
S100704,24,B.Tech,6.32,7.2,7.0,3.8,8.2,4.8,5.3,2,2,0,2,9.0,4,0,0,3,4,2.0,4.6,6.8,3.6,7.7,7.6,1,2
S100705,21,B.Sc,7.36,5.7,7.1,5.8,8.1,1.5,4.4,4,0,0,1,202.0,2,0,1,0,1,3.0,7.1,6.1,4.4,3.5,7.8,1,1
S100706,25,M.Tech,6.43,7.1,6.8,6.5,5.0,3.9,3.9,2,2,0,1,134.0,2,0,0,4,4,0.0,7.2,5.5,6.9,4.2,4.8,0,5
S100707,22,M.Tech,6.87,6.2,4.1,8.8,6.9,6.1,3.8,5,0,0,0,,1,0,0,4,3,3.0,7.7,7.4,6.4,3.8,5.2,1,3
S100708,25,B.Tech,6.8,3.7,6.0,6.2,6.6,5.8,5.6,3,3,0,0,,2,0,1,3,1,5.0,7.5,7.4,4.5,7.5,5.8,1,2
S100709,21,B.Tech,7.1,6.5,4.0,6.8,4.7,2.8,3.3,2,2,0,2,478.0,1,0,1,9,5,0.0,2.4,8.2,6.1,5.8,6.3,1,4
S100710,23,BCA,8.69,4.5,5.1,6.9,7.0,1.9,7.1,3,1,0,2,364.0,2,0,0,8,1,2.0,4.5,6.5,5.4,4.4,7.0,0,5
S100711,24,B.Sc,8.1,3.4,10.0,3.2,9.5,4.5,6.4,2,2,0,0,,2,2,2,2,3,3.0,6.8,4.3,3.5,5.6,5.0,0,5
S100712,20,MCA,7.51,6.7,6.0,3.6,6.7,5.7,7.4,3,2,2,1,256.0,0,0,0,2,3,0.0,5.3,8.5,5.2,4.9,5.4,1,2
S100713,25,MCA,7.09,7.4,3.4,3.3,6.9,5.4,2.5,4,1,1,2,496.0,4,0,0,6,2,5.0,6.2,5.2,6.4,3.4,8.5,0,5
S100714,22,M.Tech,7.11,7.4,6.2,2.8,7.1,3.4,1.3,2,1,1,1,495.0,4,0,2,4,2,4.0,5.2,5.1,6.1,8.3,5.2,1,2
S100715,22,B.Tech,7.79,7.5,3.1,7.1,2.9,5.2,5.0,3,2,0,2,381.0,2,0,0,3,2,3.0,4.6,5.5,2.1,5.7,4.7,0,5
S100716,23,B.Sc,8.03,3.0,3.4,6.1,6.7,7.8,10.0,4,2,0,1,82.0,3,0,0,2,1,2.0,5.0,3.4,5.8,8.3,5.6,0,5
S100717,23,B.Tech,6.68,4.1,3.7,5.7,3.8,5.0,7.8,1,1,0,4,132.0,1,0,0,8,2,0.0,3.3,6.1,5.6,3.4,6.0,1,0
S100718,20,B.Sc,7.53,10.0,4.9,0.3,4.6,0.9,3.8,2,0,0,2,136.0,5,0,2,7,2,4.0,4.1,7.6,1.7,6.9,2.7,0,5
S100719,25,BCA,5.67,4.6,7.7,9.6,10.0,4.9,5.9,0,0,0,4,115.0,5,1,2,13,4,4.0,5.4,5.7,3.9,3.4,4.9,1,0
S100720,23,B.Tech,7.69,7.6,7.0,3.7,5.3,9.0,6.6,0,0,0,1,483.0,4,1,1,7,2,1.0,5.4,8.9,6.5,10.0,6.6,0,5
S100721,25,B.Tech,8.19,5.3,6.8,9.6,4.3,1.7,2.0,4,2,0,0,,2,1,1,6,2,3.0,6.6,8.8,8.3,2.9,9.8,1,1
S100722,22,B.Tech,7.25,6.6,3.6,2.6,8.1,4.6,8.0,3,2,1,1,426.0,5,1,3,2,2,2.0,4.9,8.1,2.2,9.2,4.7,0,5
S100723,23,BCA,9.13,5.4,4.7,3.9,3.9,4.0,4.6,3,0,0,2,403.0,1,0,0,6,5,3.0,8.9,3.0,7.5,6.0,7.3,1,3
S100724,22,B.Tech,,7.5,6.3,1.1,4.9,4.7,4.8,4,0,0,1,264.0,5,1,1,7,5,2.0,8.0,9.1,1.7,5.7,6.2,1,4
S100725,25,B.Tech,7.7,6.7,4.5,6.2,8.3,4.9,5.1,3,1,1,1,154.0,1,0,0,1,0,2.0,4.5,6.1,8.3,7.1,8.1,1,2
S100726,24,B.Tech,7.47,5.7,5.2,3.3,5.9,7.0,7.5,1,1,1,2,133.0,0,0,0,2,2,2.0,5.9,9.5,5.0,4.3,4.6,0,5
S100727,25,B.Tech,7.41,4.6,6.7,3.4,2.7,4.7,3.3,3,2,1,1,338.0,4,2,3,3,2,3.0,7.9,5.4,4.1,7.4,8.0,1,2
S100728,23,B.Tech,7.4,7.0,5.1,2.8,6.9,7.3,1.2,3,1,1,1,335.0,8,3,3,7,3,3.0,4.2,6.2,6.2,7.5,8.6,1,3
S100729,24,B.Tech,7.6,4.3,6.3,7.1,5.0,4.2,5.7,5,1,0,0,,3,1,2,1,0,2.0,4.0,6.7,3.6,6.0,8.7,0,5
S100730,22,B.Tech,8.26,7.3,9.0,6.9,8.9,3.7,0.5,1,1,1,1,284.0,3,0,1,5,2,2.0,8.1,4.8,6.5,6.5,8.7,1,2
S100731,22,B.Tech,8.74,10.0,5.5,9.1,4.6,3.0,4.3,1,1,0,4,413.0,2,0,1,7,1,2.0,6.9,3.6,5.3,9.5,6.2,1,0
S100732,24,B.Tech,7.5,8.9,8.2,4.1,7.9,0.5,7.6,3,0,0,1,377.0,3,1,1,3,4,2.0,7.6,2.2,0.0,7.2,7.0,0,5
S100733,20,B.Tech,8.23,7.8,6.9,5.9,9.4,5.1,6.3,0,0,0,2,375.0,4,2,3,7,2,5.0,6.1,10.0,3.9,4.6,5.0,1,3
S100734,24,B.Tech,6.87,6.3,2.9,2.9,4.1,9.0,7.3,2,2,0,3,140.0,6,0,1,4,3,1.0,5.0,3.5,5.9,7.4,1.4,0,5
S100735,20,B.Sc,8.19,3.0,3.6,4.8,5.4,5.5,6.4,2,2,1,1,32.0,3,0,1,3,2,2.0,2.8,3.5,7.6,5.0,6.3,0,5
S100736,23,B.Tech,6.81,4.1,4.1,4.5,6.6,6.0,10.0,5,2,1,4,229.0,3,0,0,2,5,3.0,5.8,7.5,6.2,4.7,5.5,1,2
S100737,22,B.Tech,8.48,8.8,4.1,6.4,4.1,3.6,3.7,2,1,1,1,169.0,0,0,0,10,2,6.0,8.0,3.9,7.6,6.9,7.7,0,5
S100738,22,B.Tech,9.49,5.1,5.6,7.5,6.3,4.0,5.9,2,0,0,0,,3,0,0,8,0,3.0,8.0,3.6,3.7,4.2,7.5,1,0
S100739,22,B.Tech,7.39,5.2,7.0,7.5,5.4,6.7,4.0,4,1,0,1,260.0,1,0,0,4,2,5.0,7.6,1.3,7.0,6.1,3.7,0,5
S100740,22,B.Tech,5.53,6.2,8.3,3.8,5.3,8.9,7.1,4,0,0,0,,7,0,0,6,2,2.0,7.1,7.0,7.0,7.2,10.0,1,3
S100741,22,B.Tech,7.01,4.6,6.4,7.5,5.9,7.8,4.9,3,0,0,3,402.0,3,1,3,4,2,3.0,9.9,4.6,2.2,9.4,6.6,1,3
S100742,22,MCA,8.61,4.3,4.9,5.4,5.9,6.3,8.8,4,1,1,1,337.0,2,0,2,5,0,3.0,2.4,7.7,7.7,7.1,3.2,0,5
S100743,23,B.Tech,8.0,6.4,1.6,4.9,6.1,4.6,3.8,1,1,0,3,357.0,2,0,0,7,1,1.0,6.0,6.4,6.2,3.4,3.5,0,5
S100744,24,B.Tech,7.72,4.9,5.9,4.1,4.6,5.0,8.1,2,1,1,0,,4,1,2,4,1,3.0,3.6,6.7,4.9,3.6,1.4,0,5
S100745,23,B.Tech,8.41,5.2,5.9,4.4,4.7,2.8,6.3,1,1,1,1,275.0,3,1,2,5,1,4.0,8.6,5.7,4.9,9.1,7.3,0,5
S100746,23,B.Tech,7.94,5.1,6.2,9.0,5.6,1.3,4.9,3,2,0,0,,1,0,0,7,1,2.0,4.4,6.0,3.4,4.9,4.7,0,5
S100747,25,B.Tech,8.6,7.4,10.0,6.1,5.7,2.0,6.2,1,1,1,0,,3,0,0,3,0,2.0,7.5,4.9,6.8,,4.1,0,5
S100748,25,M.Tech,8.33,6.1,8.3,5.8,4.9,4.6,5.6,2,2,2,1,495.0,3,1,3,4,2,4.0,4.6,5.1,6.1,4.2,4.5,0,5
S100749,20,MCA,8.87,6.2,7.4,5.0,6.4,3.9,5.8,1,1,0,3,218.0,3,1,1,1,0,3.0,6.3,4.5,6.7,7.4,5.2,0,5
S100750,24,B.Tech,7.82,7.6,3.9,10.0,2.2,1.3,4.5,1,1,0,1,360.0,3,0,1,8,4,1.0,5.3,9.2,5.7,6.2,7.0,1,0
S100751,21,B.Tech,8.31,6.2,4.8,8.1,4.3,4.4,3.5,1,1,1,1,28.0,0,0,0,1,4,3.0,5.5,5.8,5.9,7.2,2.5,0,5
S100752,21,B.Tech,7.22,6.0,5.6,4.1,5.2,3.8,4.3,3,1,0,1,201.0,1,0,0,3,2,4.0,6.2,2.4,4.9,5.9,3.7,0,5
S100753,24,B.Tech,6.96,7.3,4.2,5.0,4.1,1.9,1.3,3,1,0,1,435.0,7,3,4,6,1,3.0,7.3,7.0,7.7,4.0,6.7,0,5
S100754,20,B.Sc,9.04,7.7,6.8,5.1,9.1,3.7,6.9,6,1,0,2,343.0,6,0,2,7,2,2.0,5.3,5.1,6.7,2.8,4.6,1,4
S100755,25,B.Tech,7.69,6.2,6.5,5.8,5.8,3.8,2.3,2,0,0,1,263.0,3,0,2,1,1,2.0,7.3,6.4,5.8,,7.0,0,5
S100756,24,B.Tech,8.22,6.6,3.6,4.1,6.2,3.1,4.5,2,0,0,1,107.0,0,0,0,4,2,4.0,7.6,6.0,5.2,6.2,4.8,0,5
S100757,25,BCA,7.61,5.1,8.2,6.4,4.8,6.5,6.4,0,0,0,4,404.0,4,2,2,3,1,6.0,4.7,9.2,2.0,3.9,8.9,0,5
S100758,24,B.Tech,6.97,5.0,6.0,8.4,5.8,0.3,6.8,3,0,0,1,485.0,4,1,1,5,4,2.0,9.3,5.8,1.5,7.8,6.2,1,0
S100759,25,B.Tech,,7.9,2.3,2.9,3.4,0.1,1.1,4,2,0,1,196.0,0,0,0,5,3,2.0,7.0,8.0,4.8,4.2,8.3,0,5
S100760,20,M.Tech,8.79,7.3,5.7,3.2,5.5,4.5,4.8,2,2,0,1,404.0,3,0,0,3,3,5.0,4.6,7.8,8.0,3.0,6.8,1,2
S100761,25,B.Tech,8.0,7.3,6.4,4.5,3.9,4.7,6.0,2,0,0,3,294.0,5,2,4,4,3,2.0,6.7,4.0,4.1,6.0,7.0,0,5
S100762,20,B.Tech,5.96,7.0,7.7,4.6,5.2,5.4,5.1,2,1,0,0,,4,0,1,6,2,2.0,7.6,6.8,4.2,7.4,4.3,1,3
S100763,21,B.Tech,7.31,6.6,5.1,9.5,0.7,3.3,8.0,6,3,1,3,166.0,4,1,2,6,2,2.0,6.7,5.1,3.6,8.7,8.1,1,0
S100764,20,MCA,9.1,7.8,7.5,7.5,3.5,2.5,3.2,3,0,0,0,,3,1,2,4,2,2.0,5.9,4.3,2.9,3.1,6.2,1,0
S100765,22,B.Tech,7.31,8.2,6.2,7.4,8.7,4.5,0.5,1,1,1,2,205.0,1,0,1,7,0,0.0,0.0,,3.7,8.6,3.9,0,5
S100766,24,B.Tech,5.88,8.1,3.2,5.0,7.5,3.5,6.8,5,2,0,1,308.0,7,3,4,3,0,3.0,3.6,8.0,6.1,6.3,1.6,0,5
S100767,21,B.Tech,9.2,6.3,3.0,4.9,8.4,7.9,3.8,2,1,1,1,74.0,2,1,2,3,2,3.0,6.9,10.0,4.5,4.9,6.1,1,3
S100768,24,B.Tech,8.11,9.0,8.0,2.6,8.6,3.8,1.1,2,2,1,2,239.0,4,0,1,5,0,1.0,3.5,5.1,4.4,7.2,8.8,0,5
S100769,23,B.Sc,7.44,6.9,8.2,7.1,7.1,4.4,4.7,0,0,0,3,371.0,3,1,1,6,3,1.0,6.5,6.9,4.2,8.4,4.0,1,0
S100770,23,B.Tech,7.17,7.6,6.4,6.5,4.9,9.9,7.7,1,1,0,1,422.0,2,1,1,5,2,3.0,7.3,7.1,6.0,3.0,3.9,1,4
S100771,25,B.Sc,8.47,7.0,8.8,8.1,3.7,4.1,2.2,4,0,0,2,140.0,2,0,0,6,2,0.0,5.3,5.5,6.3,5.2,5.2,0,5
S100772,22,B.Sc,7.01,6.9,7.9,5.1,8.1,5.7,10.0,2,1,1,1,300.0,6,0,3,3,2,1.0,2.0,9.0,1.8,5.0,8.0,1,4
S100773,22,MCA,8.53,5.2,7.2,5.2,5.9,5.9,3.2,1,1,0,0,,3,0,1,5,1,,4.0,10.0,4.0,7.1,2.1,0,5
S100774,25,B.Tech,7.99,7.8,4.0,5.8,10.0,6.1,5.2,0,0,0,1,395.0,4,2,3,7,0,2.0,6.9,,5.3,8.6,4.5,0,5
S100775,23,MCA,7.72,10.0,9.3,7.3,5.1,5.1,2.3,2,2,1,0,,4,0,0,2,1,1.0,8.0,9.6,6.4,6.1,3.8,1,0
